CODE,Group,METTL3,METTL14,METTL16,WTAP,KIAA1429,ZC3H13,CBLL1,RBM15,RBM15B,YTHDC1,YTHDC2,YTHDF1,YTHDF2,YTHDF3,HNRNPC,RBMX,FMR1,HNRNPA2B1,IGFBP1,IGFBP2,IGFBP3,PRRC2A,FTO,ALKBH5,"SampleName "
"LGG(T=509,N=1157)",Normal,75.6979,6.3299,12.6502,35.7894,30.3106,11.3496,7.1399,2.64,8.37,52.6614,13.8604,32.139,14.6904,11.5097,194.9408,65.7208,27.5704,513.9546,0.03,3.26,3.0901,174.3559,42.1589,59.8499,"GTEX-11EMC-3326-SM-5P9JH"
"LGG(T=509,N=1157)",Normal,20.5295,3.8601,8.5098,18.6696,13.08,9.37,4.8099,0.85,5.2899,22.4095,4.11,12.7904,10.7799,8.0697,139.7195,38.5394,13.8096,235.4854,0,2.62,0.5,59.7504,35.941,32.329,"GTEX-13112-0011-R7b-SM-5DUVW"
"LGG(T=509,N=1157)",Normal,15.85,3.3301,10.4698,31.8198,11.63,10.9402,4.4601,1.15,3.7901,33.3394,2.22,12.9501,11.1701,7.0099,250.4874,51.9183,18.6606,315.5217,0.2,3.52,3.6,37.3403,28.849,35.9012,"GTEX-12WSA-0011-R5b-SM-5GU5I"
"LGG(T=509,N=1157)",Normal,15.0804,3.22,6.6299,22.4001,11.7198,6.9798,4.5602,0.93,6.1299,17.0798,3.6599,14.3204,11.7703,6.4799,146.412,23.9996,14.4801,255.5558,0.11,12.8401,8.6598,92.1674,19.6006,43.1404,"GTEX-ZF28-3026-SM-4WKHP"
"LGG(T=509,N=1157)",Normal,25.6492,5.0701,6.3001,27.4293,12.5297,10.75,6.8699,0.85,6.0998,27.9107,6.5499,14.1497,13.16,9.9002,182.3153,47.0907,16.3999,337.1147,0.04,3.61,1.82,48.1202,51.1397,39.6394,"GTEX-ZUA1-0011-R7b-SM-4YCDP"
"LGG(T=509,N=1157)",Normal,13.4096,2.4099,6.7701,13.9104,14.0998,8.76,2.9201,0.69,2.18,29.3004,2.5,7.3902,6.27,4.4601,168.4401,35.7299,12.1803,260.6183,0.02,1.74,1.6,32.9991,19.2599,20.5096,"GTEX-11ZVC-0011-R9a-SM-57WC5"
"LGG(T=509,N=1157)",Normal,21.8299,3.5001,7.8697,31.7603,17.1902,12.5202,6.11,1.04,7.79,25.8706,7.0201,15.3696,19.4801,10.3099,205.5568,52.3883,18.8805,298.481,0.02,3.2399,3.5401,91.3786,43.3502,46.3105,"GTEX-WZTO-0011-R4A-SM-3NMC7"
"LGG(T=509,N=1157)",Normal,83.5103,7.22,17.0798,50.9698,31.1499,14.42,13.0104,2.81,11.3496,77.9016,19.6196,35.0188,24.3904,14.5798,238.3758,85.882,37.8091,600.2408,0.03,4.0901,8.87,136.7777,60.2202,54.97,"GTEX-NPJ7-0011-R11A-SM-2I3E8"
"LGG(T=509,N=1157)",Normal,25.6492,3.6,7.5199,27.3003,12.5402,12.1399,5.7201,0.95,7.3401,28.1107,6.84,15.4101,16.0802,9.8202,187.1294,47.9504,15.8302,304.3305,0.06,1.9001,0.6,59.8208,66.6891,46.5487,"GTEX-13OVL-0011-R6a-SM-5L3G4"
"LGG(T=509,N=1157)",Normal,11.4001,1.48,4.84,19.4895,8.5601,8.9398,2.5,0.43,4.1001,23.9797,2.77,8.43,7.8203,3.9601,134.9134,28.4597,12.9501,206.5995,0.16,4.8199,5.4202,60.262,17.5296,26.3302,"GTEX-13NYB-0011-R1b-SM-5KM4F"
"LGG(T=509,N=1157)",Normal,29.5698,3.2899,8.42,47.4807,16.3205,9.3797,4.0001,1.01,8.3898,27.6891,6.83,29.7693,17.6405,7.8801,280.3519,66.4399,14.5002,452.8523,0.29,10.3601,9.9201,89.2378,44.1906,61.1583,"GTEX-WHSE-0011-R8A-SM-3P5Z1"
"LGG(T=509,N=1157)",Normal,20.7902,3.34,10.13,32.1502,13.0601,15.8599,4.5801,0.75,3.6701,30.8298,5.6901,14.41,15.9403,10.8797,182.7075,50.9486,24.0896,327.442,0,1.84,2.7299,68.7782,23.6397,27.2097,"GTEX-T6MN-0011-R4A-SM-32QPG"
"LGG(T=509,N=1157)",Normal,17.0999,2.76,7.51,18.7098,10.1496,9.6897,3.52,0.59,5.3801,21.6896,4.9202,10.8503,10.8203,5.99,148.7649,32.719,15.5604,236.1392,0.16,1.44,7.0901,70.2477,25.5198,30.399,"GTEX-ZDXO-0011-R1a-SM-4WKF4"
"LGG(T=509,N=1157)",Normal,27.3705,4.5199,5.6001,28.9391,13.4403,11.6397,6.7001,1.08,8.1898,26.2409,8.2599,17.6895,19.8,8.1801,150.3301,47.4314,19.6101,327.6236,0.18,29.3492,5.36,104.061,42.3199,49.8103,"GTEX-11DXY-3226-SM-5GIDE"
"LGG(T=509,N=1157)",Normal,8.2399,2.3199,7.0401,10.7799,9.7301,4.3999,1.78,0.46,2.48,12.5202,1.9299,7.5701,6.3801,3.7301,108.6607,18.2398,8.6,167.2418,0.02,2.6801,0.56,41.0288,8.92,20.0194,"GTEX-ZV68-0011-R5a-SM-4YCDW"
"LGG(T=509,N=1157)",Normal,17.4399,3.41,8.5199,21.8193,13.5404,9.1403,3.48,0.81,4.4999,26.27,3.7901,12.3898,9.2397,5.63,163.4144,39.9788,15.9901,285.2919,0.09,3.3,0.88,57.7911,29.9203,28.7691,"GTEX-11GSP-0011-R6b-SM-57WBQ"
"LGG(T=509,N=1157)",Normal,17.8298,3.39,6.4799,18.0499,11.1399,10.3601,3.68,0.86,6.0901,22.0397,5.7699,12.2396,12.7003,5.99,126.8772,32.4907,17.81,239.419,0.2,6.3501,3.6399,87.6683,28.859,36.7701,"GTEX-13OVL-0011-R3b-SM-5L3I8"
"LGG(T=509,N=1157)",Normal,18.6399,3.61,6.4499,17.0596,13.87,8.87,3.3101,0.74,4.57,21.7604,4.0501,11.1701,9.3401,6.3101,129.8758,32.019,12.5297,241.8375,0.07,2.3299,0.61,60.9594,30.9497,29.9307,"GTEX-13OW7-0011-R5b-SM-5O9DM"
"LGG(T=509,N=1157)",Normal,35.3701,4.6399,10.3099,46.1407,26.4106,7.3702,6.99,6.3001,10.4698,46.8497,11.5496,37.6705,23.3903,11.2003,201.0057,37.6287,21.0293,372.3708,0.4,18.8805,18.5703,125.0524,13.2902,85.7214,"GTEX-11WQK-3126-SM-5EGI2"
"LGG(T=509,N=1157)",Normal,49.5314,6.67,14.6304,34.9994,31.5694,8.6,5.8399,2.21,7.2401,45.4015,12.7497,29.5698,15.8698,10.7299,187.0256,48.9003,24.7497,420.86,0,1.27,0.59,115.7435,22.2902,41.3801,"GTEX-ZE9C-0011-R11a-SM-4WKGG"
"LGG(T=509,N=1157)",Normal,60.2202,7.0901,14.3801,50.0699,24.2892,13.6204,10.0698,3.7301,7.1399,59.2595,15.9304,31.7802,21.32,13.2103,192.217,59.42,39.3192,445.2268,0.08,2.6899,6.9302,107.9924,53.2007,57.9797,"GTEX-ZZPT-2926-SM-5EQ5S"
"LGG(T=509,N=1157)",Normal,43.9401,5.37,11.4397,31.3796,15.4197,17.1296,5.8,1.41,7.6402,38.8102,8.0697,19.9004,15.4401,7.6699,180.0548,56.1991,21.0994,438.8234,0.28,25.8097,6.4499,133.4161,41.7807,54.1682,"GTEX-12ZZY-3026-SM-5GCOU"
"LGG(T=509,N=1157)",Normal,72.9017,5.94,12.3701,54.1006,37.1492,10.4502,7.8002,3.4899,11.1701,51.5883,23.0907,43.0985,22.4405,13.0104,241.6532,104.5164,33.8494,559.54,0.07,1.88,3.4399,191.9774,46.3105,71.9479,"GTEX-WHSE-2926-SM-3NMBG"
"LGG(T=509,N=1157)",Normal,17.7497,2.91,6.7299,17.3002,13.5497,6.8599,3.51,0.87,6.2198,16.5197,3.4701,13.5798,11.7101,4.4499,132.146,28.6895,15.0898,213.3374,0.13,7.89,13.2103,132.0911,25.6297,35.941,"GTEX-12ZZW-2926-SM-5LZUP"
"LGG(T=509,N=1157)",Normal,26.72,4.0101,9.6897,23.6299,18.1402,13.5497,5.37,1.12,5.6402,42.1501,6.6598,14.9897,14.3502,10.13,215.1491,58.7687,18.3006,382.8396,0.18,2.9001,7.0201,68.9883,32.9511,36.1309,"GTEX-12WSD-0011-R9a-SM-5GU6W"
"LGG(T=509,N=1157)",Normal,88.9414,10.8098,12.3898,60.488,30.721,23.8305,15.8401,2.96,11.6501,98.8306,28.869,40.6213,26.3101,21.1697,334.995,137.0624,48.1002,902.8224,0,1.99,3.1999,121.4138,67.681,75.5825,"GTEX-YFC4-0011-R11a-SM-4SOK6"
"LGG(T=509,N=1157)",Normal,14.5203,2.4599,7.0099,21.2993,8.9299,6.4499,2.78,0.64,3.0199,18.9395,2.9201,9.6301,8.5098,5.1398,145.7336,24.9599,10.5902,257.7975,0.11,9.2499,8.1898,51.6491,18.9802,21.5697,"GTEX-X261-0011-R5A-SM-3NMB4"
"LGG(T=509,N=1157)",Normal,50.0595,10.1398,10.1201,54.2997,20.4997,10.2999,6.8899,4.3999,12.6502,65.0681,27.2399,37.5792,20.2006,12.7003,264.4396,110.9824,35.9809,1169.032,0.11,6.6001,5.6798,153.3082,29.7404,142.7543,"GTEX-11OC5-0626-SM-5HL6M"
"LGG(T=509,N=1157)",Normal,20.8696,3.7699,10.48,18.4996,16.6,19.3898,4.4201,0.71,3.7801,55.7413,4.2799,11.2003,8.0101,5.7599,236.0247,59.1119,20.0097,384.9951,0.02,2.4501,3.7501,52.03,27.4902,29.3492,"GTEX-ZVZQ-0011-R7b-SM-57WBB"
"LGG(T=509,N=1157)",Normal,19.8701,6.4701,8.74,31.0399,18.4203,11.4698,5.04,1.18,7.1602,29.4205,8.1,15.7897,16.2697,9.2001,198.2934,45.3386,16.1203,276.8565,0.24,9.2199,8.3202,60.4586,53.0718,45.9206,"GTEX-12ZZX-0011-R8a-SM-5DUW8"
"LGG(T=509,N=1157)",Normal,6.29,1.76,6.2,11.0899,8.5299,3.3301,2.39,0.62,5.19,10.8903,2.1199,7.5001,5.0501,3.5499,87.1714,9.7598,6.26,182.3532,0.14,5.1698,7.6201,48.8596,9.6401,29.4001,"GTEX-13PDP-0011-R1a-SM-5PNX5"
"LGG(T=509,N=1157)",Normal,14.2402,2.52,6.6899,21.8693,11.0599,5.8201,2.76,0.91,4.7601,14.5495,3.71,40.61,8.4698,4.7001,123.8619,28.2298,12.0001,180.7801,0.13,7.5298,2.3001,89.1204,16.3806,26.8202,"GTEX-11TTK-2926-SM-5PNYP"
"LGG(T=509,N=1157)",Normal,27.6891,5.4901,4.4201,40.0204,13.4599,18.9303,10.2899,1.16,8.9398,31.7207,10.8903,21.6806,27.3496,15.1601,208.0509,63.5481,29.0597,378.6697,0.32,18.4394,8.8197,91.3279,71.7387,54.6093,"GTEX-N7MS-0011-R3a-SM-5SI8H"
"LGG(T=509,N=1157)",Normal,29.2193,4.6499,6.59,27.4807,13.3604,10.9197,4.3601,1.01,7.1399,21.1404,6.9398,13.1,14.67,6.59,113.7393,38.51,17.4701,235.7467,0.09,31.5891,7.51,124.0079,34.1392,45.5591,"GTEX-T6MN-2626-SM-32PMQ"
"LGG(T=509,N=1157)",Normal,12.9698,2.5101,7.1102,33.6902,10.0502,6.0602,2.74,1,7.0901,15.9105,3.1999,31.5606,9.4299,6.7701,173.4639,31.7692,9.6803,267.3887,0.09,7.1102,1.09,60.0493,22.8407,46.2913,"GTEX-12WS9-0011-R5b-SM-5P9EV"
"LGG(T=509,N=1157)",Normal,14.41,3.8899,6.27,22.4095,17.0999,9.9297,3.7,1.07,3.71,26.4894,2.9999,11.29,9.51,6.5499,203.5858,37.5193,10.4004,304.6682,0.11,1.04,26.5409,53.4113,20.1699,26.7292,"GTEX-NL4W-0011-R9a-SM-2I3G1"
"LGG(T=509,N=1157)",Normal,14.9897,2.44,4.4499,16.7004,8.6802,7.8398,2.9999,0.54,5.0201,13.9597,5.2,10.0502,9.3298,4.8501,92.3528,28.3004,18.3603,191.406,0.1,14.2096,4.4601,73.8579,22.4001,29.3492,"GTEX-13X6J-3026-SM-5Q5CU"
"LGG(T=509,N=1157)",Normal,18.3006,4.24,6.6899,24.8598,16.8902,12.6204,6.96,1.12,7.1201,26.0199,8.1,16.4899,19.7,10.8398,169.0366,40.6889,23.3094,274.4301,0.14,18.08,8.0697,85.0821,45.6287,49.4902,"GTEX-145LS-0011-R10a-SM-5PNUQ"
"LGG(T=509,N=1157)",Normal,21.9894,4.84,6.0602,29.0396,13.4403,14.0296,6.9201,0.97,9.0998,27.6297,7.9802,17.5405,17.97,9.9497,157.0076,41.4605,21.4504,317.5402,0.15,16.9594,4.9202,90.9615,48.0102,46.6391,"GTEX-13OVL-0011-R10a-SM-5L3GS"
"LGG(T=509,N=1157)",Normal,21.3599,5.6798,7.8398,29.0396,18.5806,11.9902,6.5699,1.18,7.7302,28.4301,7.0999,19.4598,20.0097,10.3802,213.8556,46.7492,21.23,303.2986,0.24,18.68,8.8002,96.0814,46.6909,50.4986,"GTEX-14BIL-0011-R10a-SM-5SI75"
"LGG(T=509,N=1157)",Normal,19.2105,3.8299,8.9101,24.2505,18.0299,12.4096,4.5801,1.25,7.1701,27.3705,7.1102,15.7503,15.2402,8.1501,159.6746,46.0608,21.0395,308.7072,0,12.9196,4.9599,116.5405,24.7892,46.5197,"GTEX-13FLV-0011-R10b-SM-5LZZ2"
"LGG(T=509,N=1157)",Normal,29.3594,5.8201,6.7598,29.7301,13.8297,13.1701,4.9699,1.01,6.7299,28.1107,7.5601,15.0199,15.07,9.3499,225.5172,51.8896,18.1302,333.5353,0.07,5.2398,3.61,56.6096,53.3299,45.2005,"GTEX-13FLW-0011-R6b-SM-5L3EN"
"LGG(T=509,N=1157)",Normal,14.7302,5.8298,6.02,26.25,17.6797,8.4399,4.4799,1.18,5.9499,21.0906,3.7801,26.3795,13.0302,7.6101,187.376,31.4209,16.77,277.4136,0.23,7.9702,4.4899,76.3778,23.9597,34.391,"GTEX-NL4W-0011-R10A-SM-2I3DY"
"LGG(T=509,N=1157)",Normal,25.5392,3.2899,11.0899,28.0407,14.3403,7.9498,4.29,0.69,6.3699,22.1608,5.25,13.6601,14.6304,7.1399,159.5861,41.4806,13.5704,292.2167,0.1,4.0299,1.47,82.7096,44.2488,46.7103,"GTEX-S7SE-0011-R7A-SM-2XCDI"
"LGG(T=509,N=1157)",Normal,24.3094,4.3201,10.3903,24.3195,17.9601,13.1701,4.5501,1.03,5.6901,27.5704,5.4601,13.8998,12.3598,8.5797,172.8638,44.7795,16.0301,309.9723,0,6.29,2.4299,77.3474,30.8704,40.1287,"GTEX-139UC-0011-R7a-SM-5IJCV"
"LGG(T=509,N=1157)",Normal,17.4097,4.0599,9.4397,32.1301,13.3901,11.05,5.2,0.85,6.0901,32.139,4.0201,12.0201,11.9603,7.47,205.3147,47.3296,20.2904,340.827,0.34,3.6301,12.1998,83.9398,28.6398,39.8792,"GTEX-RNOR-0011-R4A-SM-3GAD3"
"LGG(T=509,N=1157)",Normal,89.3678,10.6698,11.5496,41.4404,32.9511,13.2801,10.0998,3.5499,11.4001,67.62,27.14,39.8792,17.0301,10.5003,200.477,76.8185,37.5896,601.2402,0.05,1.85,4.33,170.2595,47.1299,62.5604,"GTEX-13FHO-2926-SM-5L3ES"
"LGG(T=509,N=1157)",Normal,4.26,0.61,2.5799,4.25,4.44,3.3101,0.76,0.17,1.24,8.9101,1.01,2.94,2.3001,1.59,38.0194,10.8903,4.5099,65.9718,0.01,2.6499,1.43,39.5187,4.5099,7.9201,"GTEX-ZE7O-0011-R1a-SM-57WDM"
"LGG(T=509,N=1157)",Normal,102.5999,7.0999,13.53,53.5707,28.2005,17.5697,7.1498,2.9999,9.9098,68.4216,28.9994,31.611,16.8996,12.0101,182.5683,98.1683,35.6507,765.4149,0,3.3701,2.23,182.8722,35.1112,58.5491,"GTEX-11ZUS-2826-SM-5EQKW"
"LGG(T=509,N=1157)",Normal,107.7831,10.8503,14.5203,77.4494,26.1392,28.0698,17.7706,4.17,14.2402,109.318,49.4114,42.6291,29.5104,26.4106,317.4742,167.8108,70.7412,1002.8559,0,1.43,1.47,156.2152,83.0197,74.5523,"GTEX-WVLH-0011-R11A-SM-3MJFO"
"LGG(T=509,N=1157)",Normal,5.87,1.57,6.0501,11.3599,8.0899,2.47,1.88,0.54,1.8,10.5902,1.78,6.26,5.2899,3.4899,69.271,8.0502,6.3202,166.5939,0.06,1.7199,2.59,20.05,6.7598,26.2591,"GTEX-13IVO-0011-R5a-SM-5L3CY"
"LGG(T=509,N=1157)",Normal,9.7099,2.62,8.3898,13.5197,9.3602,6.17,2.74,0.5,3.2399,16.4796,2.2399,8.9002,7.2798,5.4299,113.9524,26.72,12.9698,179.9799,0.11,3.84,0.83,40.3995,16.8399,19.6305,"GTEX-11WQC-0011-R5a-SM-5BC74"
"LGG(T=509,N=1157)",Normal,19.67,3.93,6.58,30.0491,14.6599,9.0101,4.5099,0.92,6.8499,18.84,5.0201,25.5092,12.6204,6.7299,150.1115,35.5496,15.7198,250.7654,0.02,15.9901,5.1199,107.8727,32.8189,55.5407,"GTEX-R55F-1326-SM-5S2V4"
"LGG(T=509,N=1157)",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GTEX-T6MN-0011-R7A-SM-5CHSP"
"LGG(T=509,N=1157)",Normal,19.4302,3.5499,5.6102,33.3996,9.0501,12.0001,5.8802,0.91,6.4499,26.19,8.0401,15.9901,17.6797,10.03,173.7888,45.9397,20.9406,327.442,0.2,15.8203,8.3301,76.7918,47.54,46.8595,"GTEX-RNOR-0011-R3A-SM-5SI8E"
"LGG(T=509,N=1157)",Normal,23.7399,5.0701,8.4798,31.2493,18.6904,13.2103,5.8501,1.14,8.5199,27.6297,8.6598,18.4906,23.1805,10.2203,184.1442,44.0896,22.7207,326.5807,0.2,17.4399,12.4199,103.9025,48.1803,51.0795,"GTEX-13QIC-0011-R10a-SM-5O9C7"
"LGG(T=509,N=1157)",Normal,16.2505,4.0901,7.5402,18.0099,12.4303,7.8203,3.1299,0.49,3.0999,24.6607,2.61,8.9603,7.6101,5.0599,118.0364,25.6795,10.7701,221.8889,0.27,29.6992,24.2202,30.8191,15.5896,19.2906,"GTEX-13QJC-0011-R7b-SM-5PNUM"
"LGG(T=509,N=1157)",Normal,22.21,3.1399,5.7599,18.1,12.0201,9.5603,3.2899,0.7,5.28,19.6006,5.11,11.4001,9.3901,5.1799,119.9998,32.5606,13.3697,248.292,0.03,9.5702,4.9301,127.062,22.9598,30.0491,"GTEX-12WSD-3126-SM-5HL7P"
"LGG(T=509,N=1157)",Normal,8.0001,1.48,5.7699,8.67,5.4601,7.2702,1.49,0.34,2.23,19.2799,2.11,4.22,3.84,2.5799,72.8916,21.7906,8.0798,120.7926,0,0.59,0.97,39.2811,10.7202,13.3299,"GTEX-13OVL-0011-R4b-SM-5L3HV"
"LGG(T=509,N=1157)",Normal,15.3802,3.2899,6.8799,21.7604,13.0501,11.7198,4.6799,0.85,4.1001,27.1701,3.8499,13.0004,8.7801,6.29,186.6242,36.0009,15.8797,320.9035,0.44,4.6599,8.0798,43.6306,29.9307,25.9803,"GTEX-13X6I-0011-R2b-SM-5PNWQ"
"LGG(T=509,N=1157)",Normal,17.81,4.11,9.1498,30.1096,15.2497,10.2799,3.6301,0.79,6.9798,31.1391,5.41,13.87,14.7496,6.4898,192.7775,46.4005,13.7199,325.4057,0.33,3.41,6.4298,70.6188,40.6692,49.1688,"GTEX-1313W-0011-R8a-SM-5DUVM"
"LGG(T=509,N=1157)",Normal,10.2501,3.45,5.1602,24.0396,11.8703,7.3999,3.6599,0.84,4.0101,21.3096,4.0001,10.52,9.6101,5.33,171.4438,33.351,17.9401,194.226,0.44,1.79,1.02,34.04,29.8809,31.0808,"GTEX-12ZZX-0011-R2a-SM-5EGLG"
"LGG(T=509,N=1157)",Normal,79.7372,8.14,12.8597,53.8612,36.5693,15.3504,10.7002,2.6801,9.4397,77.3421,21.0498,33.981,21.3895,12.1702,300.6196,86.1503,39.2294,854.7142,0.11,3.1299,5.4901,147.6963,64.5694,65.4208,"GTEX-X261-0011-R11A-SM-4E3JY"
"LGG(T=509,N=1157)",Normal,13.13,3.39,6.9,17.5502,10.7299,11.33,3.61,0.59,5.0201,28.2396,3.6301,9.9497,8.8197,6.0602,148.9919,33.4389,13.87,236.2375,0.37,2.23,2.77,46.0704,25.7901,29.8892,"GTEX-13X6J-0011-R8b-SM-5PNUA"
"LGG(T=509,N=1157)",Normal,20.4401,3.15,9.0301,18.3298,24.0496,4.22,2.63,1.27,3.2399,22.9805,5.28,17.2296,7.9201,4.6101,98.1207,17.7398,11.3002,243.4858,0.07,1.85,6.28,82.1212,8.7697,26.5409,"GTEX-ZF28-0011-R11a-SM-4WWEI"
"LGG(T=509,N=1157)",Normal,37.5792,5.87,13.0203,26.8704,30.8597,7.3498,5.4299,1.73,5.4901,37.1492,10.0502,25.7597,12.4501,10.4004,144.1563,30.3106,19.7506,406.1859,0.16,4.9799,13.9404,125.2779,15.0397,50.9804,"GTEX-ZF28-2926-SM-4WKG1"
"LGG(T=509,N=1157)",Normal,32.719,6.02,17.7398,64.3906,26.9394,23.3498,5.6999,1.52,7.2501,76.9677,8.54,40.72,14.2699,8.67,386.9213,88.4006,22.5107,622.0547,0.31,5.5799,16.7398,90.6091,27.8007,54.409,"GTEX-13OVJ-0011-R3b-SM-5P9H6"
"LGG(T=509,N=1157)",Normal,67.032,8.2,13.7503,54.7913,36.2588,14.1203,9.9297,3.18,9.4903,77.0211,23.0907,30.0096,23.3498,13.6204,226.8341,102.5502,31.1996,602.7006,0.11,1.49,1.88,118.0282,60.2996,48.1202,"GTEX-XOTO-0011-R11B-SM-4B64O"
"LGG(T=509,N=1157)",Normal,20.7197,5.4799,7.5199,23.0507,11.7899,9.9497,4.8602,0.76,3.6399,30.6105,3.5001,10.6602,9.1201,7.4302,254.3717,55.8109,17.9203,345.3453,0.08,6.6198,16.5897,53.9808,29.3004,28.14,"GTEX-ZVZQ-0011-R9a-SM-51MRH"
"LGG(T=509,N=1157)",Normal,6.84,1.39,5.9198,11.3496,9.3401,4.1799,1.43,0.32,2.2501,13.7104,1.5,6.02,4.2101,2.5,92.5002,18.6606,6.3101,126.4557,0.05,9.0301,9.3201,34.41,9.3999,16.8598,"GTEX-X261-0011-R7A-SM-4E3JJ"
"LGG(T=509,N=1157)",Normal,78.1017,7.7399,13.4496,46.7816,31.7802,14.6996,8.5601,2.4501,9.2499,69.8399,21.4906,34.0896,19.5599,12.6598,205.9133,77.4923,31.69,644.0361,0.09,4.17,4.9099,141.4933,42.1589,61.9992,"GTEX-ZYY3-3026-SM-5GIEJ"
"LGG(T=509,N=1157)",Normal,12.3701,1.64,8.0798,12.7904,15.7198,6.34,2.16,0.51,3.69,18.0399,3.35,11.1199,9.6001,5.94,105.4917,20.8306,9.1498,181.7853,0.07,4.78,13.8604,84.1728,15.6904,26.3594,"GTEX-12WSM-0011-R1a-SM-5LZW6"
"LGG(T=509,N=1157)",Normal,5.67,1.68,4.8501,10.9698,6.4401,2.62,1.76,0.54,2.2801,10.4004,1.71,5.91,4.24,2.71,75.5406,9.9601,6.4799,168.6153,0.04,1.44,4.44,25.7204,6.53,20.8205,"GTEX-13IVO-0011-R3b-SM-5IJBJ"
"LGG(T=509,N=1157)",Normal,30.1995,5.0298,9.3901,32.329,19.9197,16.3001,6.6198,1.27,9.3201,30.549,9.6401,22.5403,25.9605,10.8398,208.1375,53.9396,26.4509,371.3655,0.13,29.761,12.2201,120.4414,55.6602,60.7611,"GTEX-13CZV-0011-R10b-SM-5LZYD"
"LGG(T=509,N=1157)",Normal,1.59,0.46,1.58,3.97,2.71,2.0599,0.63,0.18,0.43,7.4602,0.36,1.04,1.12,0.78,42.8097,5.0898,3.71,80.8111,0,0.56,0.27,3.1999,2.5799,3.2099,"GTEX-145MI-0011-R7b-SM-5Q5AZ"
"LGG(T=509,N=1157)",Normal,10.2203,2.13,5.2,12.8001,8.7001,5.11,1.8899,0.6,3.52,12.3401,2.21,7.6101,5.6199,3.4899,96.5621,20.0402,9.8202,172.1105,0.02,2.5699,1.75,64.7397,14.0998,17.4701,"GTEX-13OW7-0011-R3a-SM-5O9DA"
"LGG(T=509,N=1157)",Normal,27.4693,8.7898,9.4699,39.7798,17.2595,12.5297,6.1401,1.6,8.87,34.0305,8.7801,20.1196,21.6896,15.4797,268.2054,70.7903,20.2006,443.1025,0,6.8699,4.1799,67.2414,51.7495,50.0491,"GTEX-QVJO-0011-R7A-SM-2S1QO"
"LGG(T=509,N=1157)",Normal,17.5794,4.0101,5.8,25.8599,9.9401,10.8398,5.35,0.8,7.0499,21.8193,6.17,13.8998,12.7399,9.0201,158.0997,41.4806,20.8595,283.3409,0.13,10.0099,4.9899,76.3725,38.7403,41.7894,"GTEX-RNOR-0011-R1A-SM-5SI8F"
"LGG(T=509,N=1157)",Normal,74.9616,5.9499,13.15,51.2817,41.9607,14.9203,10.6499,2.61,9.0702,77.9881,20.2694,36.3898,20.4203,13.5704,250.6437,74.1606,34.0494,634.2895,0.05,1.36,3.4701,157.52,54.9396,60.5383,"GTEX-13JVG-0011-R11a-SM-5KM53"
"LGG(T=509,N=1157)",Normal,8.1202,1.6601,4.7999,9.0602,5.7699,4.8602,1.6601,0.54,2.79,12.0702,1.9299,6.7201,5.0701,3.7301,85.7511,18.9395,9.1302,123.4676,0.06,1.45,0.44,40.0704,15.1296,21.1595,"GTEX-11WQC-0011-R6a-SM-5BC77"
"LGG(T=509,N=1157)",Normal,28.9994,5.1199,9.2001,28.1907,16.21,15.2001,5.9801,1.19,5.1799,39.1805,6.1299,19.5694,11.0799,8.37,220.0204,52.8405,17.8806,402.8493,0.1,2.74,16.0401,72.6696,40.1204,37.9798,"GTEX-13JUV-0011-R9a-SM-5LZX3"
"LGG(T=509,N=1157)",Normal,21.06,3.19,7.2702,16.0201,10.27,9.4201,3.8999,0.72,5.6199,19.9004,4.5199,10.4097,9.2301,6.6802,115.6633,33.5597,11.7101,237.9136,0.04,9.5298,2.9899,54.7988,32.5696,27.7506,"GTEX-WL46-0011-R7A-SM-3LK7X"
"LGG(T=509,N=1157)",Normal,13.7399,3.07,5.8899,16.6,13.4804,7.7099,3.08,0.87,4.7899,17.2894,5.37,11.9702,9.87,6.7099,113.4716,26.19,15.4005,200.3658,0.07,15.9205,4.24,91.5815,23.3304,30.9197,"GTEX-13FTZ-0011-R10b-SM-5KLZS"
"LGG(T=509,N=1157)",Normal,28.099,5.9801,5.7301,39.8598,12.4397,17.4798,8.76,1.31,8.3099,33.0106,11.3496,20.2104,25.3505,14.5697,185.0783,53.8015,33.2794,383.6365,0.31,19.3,9.7998,75.5721,68.9022,52.8295,"GTEX-145MH-0011-R10b-SM-5PNUK"
"LGG(T=509,N=1157)",Normal,19.4598,2.2601,6.1201,20.7902,11.8801,5.9002,2.49,0.78,5.1502,16.1103,2.7299,15.5701,8.9702,4.04,152.3759,36.3293,9.5001,250.7132,0.03,5.32,1.59,66.8094,28.5605,38.5688,"GTEX-12WSF-0011-R6b-SM-5HL8W"
"LGG(T=509,N=1157)",Normal,20.3101,2.6499,7.93,20.2104,14.6802,7.89,2.6801,0.7,4.25,23.6102,5.1398,12.3298,9.3797,4.9599,139.0336,35.8788,14.2996,273.5754,0.25,3.39,1.63,62.3612,21.5398,28.9492,"GTEX-13FXS-0011-R2b-SM-5K7XX"
